total_timesteps,iterations,ep_len_mean,ep_rew_mean,fps,time_elapsed
128,1,nan,nan,3116,0.0
256,2,23.4,-36.14,3021,0.1
384,3,24.1,-37.21,3749,0.1
512,4,26.19,-41.7438,4267,0.1
640,5,26.19,-41.7438,4615,0.1
768,6,29.96,-49.6478,4902,0.2
896,7,29.26,-48.2222,5139,0.2
1024,8,28.9,-47.5032,5351,0.2
1152,9,28.31,-46.2886,5523,0.2
1280,10,27.95,-45.5243,5682,0.2
1408,11,29.7,-49.22,5790,0.2
1536,12,31.95,-53.9628,5899,0.3
1664,13,31.76,-53.5674,6001,0.3
1792,14,31.96,-54.0,6090,0.3
1920,15,32.26,-54.6474,6164,0.3
2048,16,31.72,-53.5164,6235,0.3
2176,17,31.47,-52.9955,6254,0.3
2304,18,30.89,-51.7789,6311,0.4
2432,19,30.65,-51.2811,6368,0.4
2560,20,30.77,-51.5385,6416,0.4
2688,21,30.96,-51.9443,6469,0.4
2816,22,31.43,-52.9386,6512,0.4
2944,23,32.3,-54.7586,6533,0.5
3072,24,32.17,-54.4611,6565,0.5
3200,25,32.39,-54.9415,6593,0.5
3328,26,32.12,-54.3737,6623,0.5
3456,27,32.56,-55.276,6656,0.5
3584,28,32.76,-55.716,6682,0.5
3712,29,32.54,-55.234,6692,0.6
3840,30,32.09,-54.289,6710,0.6
3968,31,31.6,-53.28,6736,0.6
4096,32,31.56,-53.196,6758,0.6
4224,33,31.91,-53.911,6778,0.6
4352,34,32.3,-54.73,6797,0.6
4480,35,32.25,-54.625,6788,0.7
4608,36,31.35,-52.735,6800,0.7
4736,37,30.94,-51.874,6813,0.7
4864,38,31.08,-52.148,6830,0.7
4992,39,30.83,-51.623,6839,0.7
5120,40,30.79,-51.539,6853,0.7
5248,41,30.96,-51.896,6852,0.8
5376,42,31.45,-52.925,6864,0.8
5504,43,31.44,-52.904,6880,0.8
5632,44,31.35,-52.715,6895,0.8
5760,45,30.84,-51.644,6909,0.8
5888,46,30.22,-50.342,6925,0.9
6016,47,30.11,-50.131,6929,0.9
6144,48,29.17,-48.137,6936,0.9
6272,49,29.22,-48.242,6945,0.9
6400,50,28.92,-47.612,6961,0.9
6528,51,29.88,-49.648,6972,0.9
6656,52,30.05,-50.025,6986,1.0
6784,53,30.18,-50.318,6983,1.0
6912,54,30.32,-50.612,6987,1.0
7040,55,30.82,-51.662,6995,1.0
7168,56,30.96,-51.956,7005,1.0
7296,57,30.72,-51.472,7013,1.0
7424,58,30.48,-50.968,7023,1.1
7552,59,30.0,-49.96,7024,1.1
7680,60,29.97,-49.897,7031,1.1
7808,61,29.69,-49.329,7040,1.1
7936,62,29.62,-49.182,7049,1.1
8064,63,29.78,-49.518,7058,1.1
8192,64,29.94,-49.854,7064,1.2
8320,65,29.68,-49.308,7065,1.2
8448,66,29.73,-49.393,7066,1.2
8576,67,30.01,-49.981,7071,1.2
8704,68,30.38,-50.758,7076,1.2
8832,69,30.38,-50.758,7082,1.2
8960,70,30.24,-50.444,7089,1.3
9088,71,30.46,-50.906,7090,1.3
9216,72,30.5,-50.99,7094,1.3
9344,73,30.81,-51.661,7101,1.3
9472,74,30.21,-50.401,7106,1.3
9600,75,29.71,-49.351,7111,1.3
9728,76,29.64,-49.204,7121,1.4
9856,77,29.52,-48.952,7128,1.4
9984,78,29.32,-48.532,7130,1.4
10112,79,29.34,-48.574,3925,2.6
10240,80,29.08,-48.008,3946,2.6
10368,81,29.54,-48.954,3969,2.6
10496,82,29.79,-49.479,3992,2.6
10624,83,29.4,-48.66,4015,2.6
10752,84,29.33,-48.493,4035,2.7
10880,85,28.99,-47.779,4056,2.7
11008,86,28.6,-46.96,4078,2.7
11136,87,28.76,-47.296,4099,2.7
11264,88,28.55,-46.875,4121,2.7
11392,89,28.1,-45.93,4142,2.8
11520,90,28.17,-46.077,4161,2.8
11648,91,28.63,-47.043,4181,2.8
11776,92,28.16,-46.076,4201,2.8
11904,93,27.74,-45.194,4220,2.8
12032,94,27.6,-44.9,4240,2.8
12160,95,27.19,-44.019,4260,2.9
12288,96,26.93,-43.473,4278,2.9
12416,97,27.02,-43.662,4296,2.9
12544,98,26.7,-42.97,4314,2.9
12672,99,27.07,-43.727,4333,2.9
12800,100,27.04,-43.664,4352,2.9
12928,101,27.13,-43.873,4366,3.0
13056,102,26.82,-43.242,4381,3.0
13184,103,26.62,-42.822,4398,3.0
13312,104,26.52,-42.632,4415,3.0
13440,105,26.35,-42.275,4432,3.0
13568,106,26.48,-42.548,4449,3.0
13696,107,26.54,-42.674,4466,3.1
13824,108,26.24,-42.044,4482,3.1
13952,109,26.65,-42.905,4498,3.1
14080,110,27.27,-44.207,4515,3.1
14208,111,27.17,-43.977,4531,3.1
14336,112,26.66,-42.906,4547,3.2
14464,113,27.1,-43.83,4563,3.2
14592,114,26.98,-43.578,4578,3.2
14720,115,26.82,-43.242,4593,3.2
14848,116,27.17,-43.997,4607,3.2
14976,117,27.24,-44.124,4623,3.2
15104,118,27.01,-43.641,4638,3.3
15232,119,27.14,-43.934,4653,3.3
15360,120,26.92,-43.492,4665,3.3
15488,121,26.77,-43.177,4680,3.3
15616,122,26.38,-42.358,4694,3.3
15744,123,26.85,-43.345,4709,3.3
15872,124,27.09,-43.849,4723,3.4
16000,125,26.96,-43.556,4738,3.4
16128,126,27.16,-43.976,4750,3.4
16256,127,27.06,-43.766,4764,3.4
16384,128,27.14,-43.934,4778,3.4
16512,129,27.77,-45.257,4791,3.4
16640,130,26.78,-43.178,4804,3.5
16768,131,26.51,-42.611,4818,3.5
16896,132,26.12,-41.792,4830,3.5
17024,133,26.25,-42.065,4843,3.5
17152,134,26.37,-42.317,4856,3.5
17280,135,26.54,-42.674,4869,3.5
17408,136,26.64,-42.884,4881,3.6
17536,137,26.48,-42.548,4894,3.6
17664,138,26.21,-42.001,4904,3.6
17792,139,25.88,-41.308,4917,3.6
17920,140,26.03,-41.603,4929,3.6
18048,141,26.08,-41.708,4941,3.7
18176,142,26.63,-42.863,4954,3.7
18304,143,26.29,-42.149,4965,3.7
18432,144,26.1,-41.75,4978,3.7
18560,145,26.39,-42.379,4987,3.7
18688,146,26.28,-42.148,4999,3.7
18816,147,26.55,-42.695,5012,3.8
18944,148,26.31,-42.191,5023,3.8
19072,149,25.74,-40.994,5034,3.8
19200,150,25.47,-40.407,5046,3.8
19328,151,25.66,-40.826,5055,3.8
19456,152,25.69,-40.889,5066,3.8
19584,153,25.64,-40.784,5077,3.9
19712,154,25.09,-39.629,5088,3.9
19840,155,24.81,-39.041,5098,3.9
19968,156,24.74,-38.894,5109,3.9
20096,157,24.76,-38.936,5068,4.0
20224,158,25.08,-39.608,5079,4.0
20352,159,25.14,-39.754,5089,4.0
20480,160,24.83,-39.103,5098,4.0
20608,161,23.94,-37.234,5107,4.0
20736,162,23.88,-37.108,5116,4.1
20864,163,23.67,-36.667,5126,4.1
20992,164,23.47,-36.247,5136,4.1
21120,165,23.17,-35.637,5146,4.1
21248,166,23.01,-35.301,5156,4.1
21376,167,22.92,-35.112,5163,4.1
21504,168,22.75,-34.775,5173,4.2
21632,169,22.68,-34.608,5181,4.2
21760,170,22.69,-34.629,5191,4.2
21888,171,22.52,-34.272,5201,4.2
22016,172,22.73,-34.713,5211,4.2
22144,173,22.6,-34.44,5219,4.2
22272,174,22.93,-35.133,5228,4.3
22400,175,23.03,-35.343,5237,4.3
22528,176,22.98,-35.238,5246,4.3
22656,177,22.82,-34.902,5255,4.3
22784,178,23.16,-35.616,5265,4.3
22912,179,23.2,-35.7,5272,4.3
23040,180,23.53,-36.393,5281,4.4
23168,181,23.6,-36.54,5290,4.4
23296,182,23.96,-37.276,5299,4.4
23424,183,23.77,-36.877,5307,4.4
23552,184,23.73,-36.793,5316,4.4
23680,185,23.57,-36.457,5322,4.4
23808,186,23.58,-36.458,5331,4.5
23936,187,23.62,-36.562,5339,4.5
24064,188,23.96,-37.276,5347,4.5
24192,189,23.82,-36.982,5355,4.5
24320,190,23.4,-36.1,5363,4.5
24448,191,23.46,-36.226,5371,4.6
24576,192,23.15,-35.555,5377,4.6
24704,193,23.11,-35.451,5385,4.6
24832,194,22.5,-34.15,5393,4.6
24960,195,21.96,-33.016,5400,4.6
25088,196,22.23,-33.543,5408,4.6
25216,197,21.81,-32.661,5416,4.7
25344,198,21.76,-32.556,5422,4.7
25472,199,21.69,-32.409,5429,4.7
25600,200,21.61,-32.241,5437,4.7
25728,201,21.9,-32.85,5441,4.7
25856,202,21.98,-33.018,5448,4.7
25984,203,21.84,-32.744,5454,4.8
26112,204,21.73,-32.513,5461,4.8
26240,205,21.21,-31.421,5468,4.8
26368,206,21.11,-31.211,5475,4.8
26496,207,20.72,-30.392,5482,4.8
26624,208,20.94,-30.834,5489,4.8
26752,209,20.82,-30.562,5495,4.9
26880,210,21.04,-31.064,5501,4.9
27008,211,21.25,-31.505,5508,4.9
27136,212,20.86,-30.726,5515,4.9
27264,213,20.64,-30.264,5521,4.9
27392,214,19.96,-28.836,5528,5.0
27520,215,19.87,-28.667,5533,5.0
27648,216,19.7,-28.31,5539,5.0
27776,217,19.85,-28.625,5546,5.0
27904,218,19.66,-28.226,5552,5.0
28032,219,19.74,-28.394,5559,5.0
28160,220,19.7,-28.31,5565,5.1
28288,221,19.8,-28.52,5570,5.1
28416,222,19.84,-28.584,5576,5.1
28544,223,19.78,-28.478,5582,5.1
28672,224,19.61,-28.121,5588,5.1
28800,225,19.54,-27.994,5595,5.1
28928,226,19.61,-28.141,5601,5.2
29056,227,19.77,-28.457,5606,5.2
29184,228,19.91,-28.751,5612,5.2
29312,229,19.91,-28.751,5618,5.2
29440,230,20.24,-29.444,5625,5.2
29568,231,20.21,-29.381,5631,5.3
29696,232,20.24,-29.444,5636,5.3
29824,233,19.84,-28.604,5643,5.3
29952,234,20.15,-29.255,5647,5.3
30080,235,20.16,-29.276,5621,5.4
30208,236,20.02,-28.982,5626,5.4
30336,237,20.04,-29.024,5632,5.4
30464,238,19.92,-28.792,5636,5.4
30592,239,19.83,-28.623,5641,5.4
30720,240,20.1,-29.17,5647,5.4
30848,241,19.86,-28.666,5652,5.5
30976,242,19.51,-27.951,5658,5.5
31104,243,19.46,-27.846,5664,5.5
31232,244,19.39,-27.699,5668,5.5
31360,245,19.2,-27.28,5673,5.5
31488,246,19.28,-27.448,5679,5.5
31616,247,19.06,-26.986,5684,5.6
31744,248,18.91,-26.671,5690,5.6
31872,249,18.64,-26.084,5695,5.6
32000,250,18.48,-25.748,5699,5.6
32128,251,18.33,-25.433,5704,5.6
32256,252,18.34,-25.434,5709,5.6
32384,253,18.11,-24.951,5715,5.7
32512,254,18.13,-25.013,5720,5.7
32640,255,17.98,-24.698,5725,5.7
32768,256,17.89,-24.489,5729,5.7
32896,257,17.94,-24.594,5733,5.7
33024,258,17.98,-24.678,5738,5.8
33152,259,18.07,-24.867,5743,5.8
33280,260,18.19,-25.139,5749,5.8
33408,261,18.29,-25.349,5753,5.8
33536,262,18.14,-25.034,5756,5.8
33664,263,18.07,-24.907,5759,5.8
33792,264,17.95,-24.635,5762,5.9
33920,265,18.02,-24.762,5767,5.9
34048,266,17.95,-24.635,5771,5.9
34176,267,17.94,-24.614,5775,5.9
34304,268,17.3,-23.27,5779,5.9
34432,269,17.21,-23.081,5784,6.0
34560,270,17.12,-22.892,5788,6.0
34688,271,16.93,-22.493,5793,6.0
34816,272,16.65,-21.905,5797,6.0
34944,273,16.54,-21.674,5801,6.0
35072,274,16.41,-21.381,5805,6.0
35200,275,16.43,-21.423,5809,6.1
35328,276,16.32,-21.192,5814,6.1
35456,277,16.43,-21.443,5818,6.1
35584,278,16.69,-22.009,5823,6.1
35712,279,17.12,-22.872,5826,6.1
35840,280,17.26,-23.166,5831,6.1
35968,281,17.42,-23.482,5835,6.2
36096,282,17.73,-24.133,5839,6.2
36224,283,17.78,-24.258,5844,6.2
36352,284,17.64,-23.964,5849,6.2
36480,285,17.56,-23.796,5852,6.2
36608,286,17.74,-24.174,5856,6.3
36736,287,17.79,-24.279,5860,6.3
36864,288,17.71,-24.131,5864,6.3
36992,289,17.75,-24.175,5868,6.3
37120,290,18.01,-24.721,5873,6.3
37248,291,18.02,-24.742,5876,6.3
37376,292,17.56,-23.796,5879,6.4
37504,293,17.07,-22.787,5883,6.4
37632,294,16.89,-22.429,5887,6.4
37760,295,16.81,-22.261,5891,6.4
37888,296,16.65,-21.925,5895,6.4
38016,297,16.88,-22.368,5899,6.4
38144,298,17.14,-22.914,5903,6.5
38272,299,17.07,-22.767,5906,6.5
38400,300,16.98,-22.578,5910,6.5
38528,301,17.08,-22.788,5912,6.5
38656,302,17.04,-22.744,5916,6.5
38784,303,16.96,-22.556,5919,6.6
38912,304,16.94,-22.514,5922,6.6
39040,305,16.92,-22.472,5925,6.6
39168,306,17.03,-22.703,5929,6.6
39296,307,16.89,-22.409,5932,6.6
39424,308,17.08,-22.808,5936,6.6
39552,309,17.07,-22.787,5938,6.7
39680,310,17.19,-23.039,5942,6.7
39808,311,17.05,-22.765,5946,6.7
39936,312,17.0,-22.66,5949,6.7
40064,313,16.98,-22.618,5923,6.8
40192,314,16.7,-22.03,5927,6.8
40320,315,16.78,-22.198,5931,6.8
40448,316,16.53,-21.693,5935,6.8
40576,317,16.6,-21.84,5939,6.8
40704,318,16.77,-22.177,5942,6.8
40832,319,16.52,-21.652,5945,6.9
40960,320,16.61,-21.841,5948,6.9
41088,321,16.81,-22.241,5952,6.9
41216,322,16.5,-21.59,5955,6.9
41344,323,16.27,-21.107,5959,6.9
41472,324,16.46,-21.526,5963,7.0
41600,325,16.49,-21.589,5965,7.0
41728,326,16.62,-21.862,5968,7.0
41856,327,16.44,-21.484,5972,7.0
41984,328,16.22,-21.022,5975,7.0
42112,329,16.04,-20.624,5979,7.0
42240,330,15.94,-20.414,5983,7.1
42368,331,16.08,-20.728,5985,7.1
42496,332,16.01,-20.581,5988,7.1
42624,333,15.89,-20.349,5991,7.1
42752,334,16.0,-20.58,5994,7.1
42880,335,15.97,-20.517,5998,7.1
43008,336,15.84,-20.244,6001,7.2
43136,337,15.6,-19.74,6003,7.2
43264,338,15.31,-19.131,6006,7.2
43392,339,15.3,-19.11,6009,7.2
43520,340,15.56,-19.656,6012,7.2
43648,341,15.69,-19.929,6016,7.3
43776,342,15.81,-20.181,6019,7.3
43904,343,15.71,-19.971,6021,7.3
44032,344,15.79,-20.139,6024,7.3
44160,345,15.79,-20.139,6027,7.3
44288,346,16.18,-20.958,6030,7.3
44416,347,16.09,-20.769,6033,7.4
44544,348,16.05,-20.665,6037,7.4
44672,349,16.03,-20.623,6038,7.4
44800,350,16.08,-20.728,6041,7.4
44928,351,16.06,-20.686,6044,7.4
45056,352,16.22,-21.002,6047,7.5
45184,353,16.19,-20.959,6050,7.5
45312,354,16.05,-20.645,6052,7.5
45440,355,15.91,-20.351,6055,7.5
45568,356,15.94,-20.414,6058,7.5
45696,357,15.93,-20.373,6061,7.5
45824,358,15.53,-19.533,6064,7.6
45952,359,15.33,-19.113,6067,7.6
46080,360,15.58,-19.638,6069,7.6
46208,361,15.46,-19.386,6071,7.6
46336,362,15.41,-19.281,6074,7.6
46464,363,15.26,-18.966,6077,7.6
46592,364,15.17,-18.797,6080,7.7
46720,365,15.13,-18.713,6083,7.7
46848,366,15.07,-18.607,6085,7.7
46976,367,14.81,-18.061,6087,7.7
47104,368,14.69,-17.789,6090,7.7
47232,369,14.66,-17.746,6093,7.8
47360,370,14.75,-17.935,6096,7.8
47488,371,14.34,-17.074,6099,7.8
47616,372,14.44,-17.284,6100,7.8
47744,373,14.35,-17.075,6103,7.8
47872,374,14.48,-17.348,6106,7.8
48000,375,14.61,-17.621,6109,7.9
48128,376,14.57,-17.537,6112,7.9
48256,377,14.59,-17.579,6114,7.9
48384,378,14.54,-17.434,6116,7.9
48512,379,14.46,-17.286,6118,7.9
48640,380,14.2,-16.72,6121,7.9
48768,381,13.97,-16.217,6123,8.0
48896,382,14.01,-16.321,6126,8.0
49024,383,14.0,-16.3,6129,8.0
49152,384,14.18,-16.698,6131,8.0
49280,385,13.83,-15.943,6133,8.0
49408,386,13.81,-15.901,6135,8.1
49536,387,13.84,-15.964,6138,8.1
49664,388,13.78,-15.858,6140,8.1
49792,389,13.91,-16.151,6143,8.1
49920,390,14.08,-16.468,6144,8.1
50048,391,14.32,-16.972,6124,8.2
50176,392,14.5,-17.37,6127,8.2
50304,393,14.58,-17.538,6129,8.2
50432,394,14.65,-17.685,6130,8.2
50560,395,14.67,-17.727,6133,8.2
50688,396,14.6,-17.56,6134,8.3
50816,397,14.61,-17.601,6137,8.3
50944,398,14.7,-17.77,6140,8.3
51072,399,14.66,-17.686,6142,8.3
51200,400,14.44,-17.224,6143,8.3
51328,401,14.37,-17.097,6143,8.4
51456,402,14.59,-17.599,6145,8.4
51584,403,14.49,-17.389,6148,8.4
51712,404,14.42,-17.222,6150,8.4
51840,405,14.66,-17.726,6153,8.4
51968,406,14.56,-17.516,6154,8.4
52096,407,14.52,-17.432,6156,8.5
52224,408,14.63,-17.663,6158,8.5
52352,409,14.59,-17.579,6160,8.5
52480,410,14.66,-17.746,6163,8.5
52608,411,14.83,-18.083,6165,8.5
52736,412,14.83,-18.083,6166,8.6
52864,413,14.38,-17.138,6168,8.6
52992,414,14.46,-17.306,6171,8.6
53120,415,14.28,-16.948,6173,8.6
53248,416,14.34,-17.054,6175,8.6
53376,417,14.27,-16.907,6177,8.6
53504,418,14.1,-16.57,6179,8.7
53632,419,14.09,-16.549,6181,8.7
53760,420,14.09,-16.549,6183,8.7
53888,421,14.11,-16.571,6185,8.7
54016,422,14.04,-16.444,6188,8.7
54144,423,13.98,-16.318,6190,8.7
54272,424,14.29,-16.969,6191,8.8
54400,425,14.25,-16.885,6193,8.8
54528,426,14.19,-16.739,6195,8.8
54656,427,14.09,-16.509,6197,8.8
54784,428,14.12,-16.532,6199,8.8
54912,429,14.33,-16.973,6202,8.9
55040,430,14.25,-16.805,6203,8.9
55168,431,14.13,-16.573,6205,8.9
55296,432,14.12,-16.552,6207,8.9
55424,433,14.15,-16.615,6209,8.9
55552,434,14.32,-16.972,6211,8.9
55680,435,14.26,-16.846,6213,9.0
55808,436,14.0,-16.3,6215,9.0
55936,437,14.01,-16.341,6217,9.0
56064,438,14.05,-16.445,6218,9.0
56192,439,14.04,-16.464,6221,9.0
56320,440,13.7,-15.75,6223,9.0
56448,441,13.79,-15.939,6225,9.1
56576,442,13.83,-16.023,6227,9.1
56704,443,13.75,-15.855,6229,9.1
56832,444,13.7,-15.71,6230,9.1
56960,445,13.61,-15.501,6233,9.1
57088,446,13.72,-15.712,6235,9.2
57216,447,13.53,-15.313,6236,9.2
57344,448,13.48,-15.208,6238,9.2
57472,449,13.48,-15.228,6240,9.2
57600,450,13.45,-15.165,6242,9.2
57728,451,13.55,-15.375,6244,9.2
57856,452,13.52,-15.292,6246,9.3
57984,453,13.53,-15.313,6247,9.3
58112,454,13.63,-15.523,6249,9.3
58240,455,13.51,-15.331,6251,9.3
58368,456,13.51,-15.331,6253,9.3
58496,457,13.58,-15.458,6254,9.4
58624,458,13.58,-15.438,6256,9.4
58752,459,13.81,-15.921,6257,9.4
58880,460,13.81,-15.901,6259,9.4
59008,461,13.74,-15.754,6261,9.4
59136,462,13.64,-15.504,6262,9.4
59264,463,13.55,-15.315,6264,9.5
59392,464,13.49,-15.189,6266,9.5
59520,465,13.44,-15.064,6267,9.5
59648,466,13.46,-15.046,6269,9.5
59776,467,13.43,-14.943,6270,9.5
59904,468,13.45,-15.045,6272,9.6
60032,469,13.33,-14.773,6252,9.6
60160,470,13.24,-14.584,6254,9.6
60288,471,13.0,-14.08,6256,9.6
60416,472,12.96,-13.996,6258,9.7
60544,473,13.08,-14.288,6259,9.7
60672,474,12.79,-13.679,6261,9.7
60800,475,12.59,-13.259,6262,9.7
60928,476,12.75,-13.655,6264,9.7
61056,477,12.7,-13.59,6266,9.7
61184,478,12.53,-13.253,6267,9.8
61312,479,12.45,-13.065,6269,9.8
61440,480,12.6,-13.4,6271,9.8
61568,481,12.73,-13.673,6272,9.8
61696,482,12.69,-13.569,6274,9.8
61824,483,12.71,-13.571,6275,9.9
61952,484,12.86,-13.886,6277,9.9
62080,485,12.91,-14.011,6279,9.9
62208,486,12.81,-13.801,6281,9.9
62336,487,12.87,-13.927,6281,9.9
62464,488,12.96,-14.096,6283,9.9
62592,489,12.95,-14.075,6284,10.0
62720,490,12.95,-14.075,6286,10.0
62848,491,12.94,-14.054,6288,10.0
62976,492,13.09,-14.409,6287,10.0
63104,493,13.14,-14.534,6278,10.1
63232,494,13.03,-14.323,6280,10.1
63360,495,12.96,-14.176,6279,10.1
63488,496,12.9,-14.05,6280,10.1
63616,497,13.12,-14.472,6280,10.1
63744,498,13.09,-14.429,6282,10.1
63872,499,13.07,-14.407,6283,10.2
64000,500,12.96,-14.176,6284,10.2
64128,501,12.93,-14.113,6267,10.2
64256,502,12.9,-14.05,6269,10.2
64384,503,12.97,-14.197,6270,10.3
64512,504,12.92,-14.092,6272,10.3
64640,505,12.83,-13.903,6274,10.3
64768,506,12.87,-13.987,6275,10.3
64896,507,12.91,-14.111,6276,10.3
65024,508,12.89,-14.069,6278,10.4
65152,509,13.04,-14.364,6279,10.4
65280,510,13.08,-14.448,6281,10.4
65408,511,13.2,-14.7,6282,10.4
65536,512,13.14,-14.554,6284,10.4
65664,513,13.01,-14.261,6285,10.4
65792,514,13.03,-14.303,6286,10.5
65920,515,13.07,-14.387,6288,10.5
66048,516,13.05,-14.345,6289,10.5
66176,517,13.03,-14.303,6291,10.5
66304,518,13.08,-14.388,6293,10.5
66432,519,12.91,-14.051,6293,10.6
66560,520,12.83,-13.883,6295,10.6
66688,521,12.71,-13.611,6296,10.6
66816,522,12.64,-13.464,6298,10.6
66944,523,12.52,-13.232,6299,10.6
67072,524,12.59,-13.359,6301,10.6
67200,525,12.57,-13.317,6301,10.7
67328,526,12.44,-13.024,6303,10.7
67456,527,12.14,-12.374,6304,10.7
67584,528,12.17,-12.437,6306,10.7
67712,529,12.15,-12.395,6307,10.7
67840,530,12.15,-12.395,6308,10.8
67968,531,12.17,-12.437,6310,10.8
68096,532,12.29,-12.689,6311,10.8
68224,533,12.24,-12.604,6312,10.8
68352,534,12.21,-12.521,6314,10.8
68480,535,12.22,-12.562,6315,10.8
68608,536,12.27,-12.667,6316,10.9
68736,537,12.46,-13.086,6318,10.9
68864,538,12.35,-12.855,6319,10.9
68992,539,12.39,-12.899,6320,10.9
69120,540,12.35,-12.835,6322,10.9
69248,541,12.42,-13.002,6323,11.0
69376,542,12.43,-13.023,6324,11.0
69504,543,12.47,-13.107,6325,11.0
69632,544,12.46,-13.106,6326,11.0
69760,545,12.51,-13.211,6328,11.0
69888,546,12.38,-12.938,6329,11.0
70016,547,12.41,-13.021,6313,11.1
70144,548,12.41,-13.001,6315,11.1
70272,549,12.45,-13.125,6316,11.1
70400,550,12.33,-12.873,6318,11.1
70528,551,12.34,-12.874,6319,11.2
70656,552,12.2,-12.54,6320,11.2
70784,553,12.23,-12.603,6321,11.2
70912,554,12.17,-12.477,6322,11.2
71040,555,12.19,-12.519,6324,11.2
71168,556,12.22,-12.582,6325,11.3
71296,557,12.16,-12.456,6326,11.3
71424,558,12.23,-12.623,6327,11.3
71552,559,12.32,-12.792,6329,11.3
71680,560,12.38,-12.898,6330,11.3
71808,561,12.34,-12.834,6332,11.3
71936,562,12.3,-12.79,6333,11.4
72064,563,12.3,-12.77,6334,11.4
72192,564,12.2,-12.56,6335,11.4
72320,565,12.12,-12.392,6336,11.4
72448,566,12.1,-12.35,6338,11.4
72576,567,12.05,-12.225,6339,11.4
72704,568,11.94,-11.994,6341,11.5
72832,569,12.02,-12.162,6342,11.5
72960,570,12.06,-12.266,6343,11.5
73088,571,12.11,-12.351,6344,11.5
73216,572,12.06,-12.246,6346,11.5
73344,573,12.09,-12.289,6347,11.6
73472,574,12.15,-12.415,6348,11.6
73600,575,12.04,-12.164,6349,11.6
73728,576,11.97,-12.017,6350,11.6
73856,577,11.99,-12.059,6351,11.6
73984,578,11.97,-12.037,6353,11.6
74112,579,11.83,-11.723,6354,11.7
74240,580,11.78,-11.598,6355,11.7
74368,581,11.78,-11.598,6356,11.7
74496,582,11.77,-11.577,6357,11.7
74624,583,11.7,-11.43,6358,11.7
74752,584,11.76,-11.536,6359,11.8
74880,585,11.74,-11.514,6361,11.8
75008,586,11.66,-11.346,6362,11.8
75136,587,11.66,-11.346,6363,11.8
75264,588,11.61,-11.261,6364,11.8
75392,589,11.61,-11.301,6365,11.8
75520,590,11.52,-11.132,6366,11.9
75648,591,11.45,-11.005,6367,11.9
75776,592,11.53,-11.173,6369,11.9
75904,593,11.44,-10.984,6369,11.9
76032,594,11.47,-11.067,6370,11.9
76160,595,11.48,-11.088,6371,12.0
76288,596,11.44,-11.004,6373,12.0
76416,597,11.48,-11.068,6374,12.0
76544,598,11.55,-11.195,6375,12.0
76672,599,11.58,-11.258,6375,12.0
76800,600,11.6,-11.28,6376,12.0
76928,601,11.58,-11.238,6377,12.1
77056,602,11.69,-11.489,6378,12.1
77184,603,11.7,-11.47,6379,12.1
77312,604,11.74,-11.554,6379,12.1
77440,605,11.8,-11.68,6380,12.1
77568,606,11.77,-11.617,6381,12.2
77696,607,11.62,-11.342,6382,12.2
77824,608,11.62,-11.322,6383,12.2
77952,609,11.56,-11.196,6385,12.2
78080,610,11.54,-11.134,6385,12.2
78208,611,11.56,-11.176,6386,12.2
78336,612,11.58,-11.238,6387,12.3
78464,613,11.56,-11.196,6388,12.3
78592,614,11.48,-11.028,6389,12.3
78720,615,11.55,-11.175,6390,12.3
78848,616,11.56,-11.196,6391,12.3
78976,617,11.64,-11.384,6391,12.4
79104,618,11.71,-11.551,6392,12.4
79232,619,11.68,-11.508,6393,12.4
79360,620,11.63,-11.403,6395,12.4
79488,621,11.51,-11.151,6395,12.4
79616,622,11.57,-11.257,6396,12.4
79744,623,11.65,-11.405,6397,12.5
79872,624,11.58,-11.238,6398,12.5
80000,625,11.59,-11.239,6382,12.5
80128,626,11.49,-11.029,6384,12.6
80256,627,11.38,-10.798,6384,12.6
80384,628,11.39,-10.799,6385,12.6
80512,629,11.35,-10.675,6387,12.6
80640,630,11.36,-10.696,6388,12.6
80768,631,11.24,-10.444,6388,12.6
80896,632,11.23,-10.463,6389,12.7
81024,633,11.27,-10.567,6390,12.7
81152,634,11.26,-10.506,6391,12.7
81280,635,11.32,-10.632,6393,12.7
81408,636,11.34,-10.674,6394,12.7
81536,637,11.31,-10.651,6394,12.8
81664,638,11.27,-10.567,6395,12.8
81792,639,11.32,-10.692,6396,12.8
81920,640,11.37,-10.817,6397,12.8
82048,641,11.31,-10.691,6398,12.8
82176,642,11.37,-10.797,6400,12.8
82304,643,11.37,-10.797,6400,12.9
82432,644,11.43,-10.903,6401,12.9
82560,645,11.41,-10.841,6402,12.9
82688,646,11.33,-10.673,6403,12.9
82816,647,11.37,-10.777,6404,12.9
82944,648,11.3,-10.63,6405,12.9
83072,649,11.29,-10.609,6406,13.0
83200,650,11.34,-10.714,6407,13.0
83328,651,11.28,-10.588,6408,13.0
83456,652,11.2,-10.46,6409,13.0
83584,653,11.05,-10.145,6410,13.0
83712,654,11.04,-10.144,6410,13.1
83840,655,11.06,-10.186,6411,13.1
83968,656,11.06,-10.186,6412,13.1
84096,657,11.11,-10.271,6413,13.1
84224,658,11.07,-10.187,6414,13.1
84352,659,11.04,-10.144,6415,13.1
84480,660,10.99,-9.999,6416,13.2
84608,661,11.02,-10.082,6416,13.2
84736,662,11.04,-10.084,6417,13.2
84864,663,11.14,-10.294,6418,13.2
84992,664,11.07,-10.147,6420,13.2
